age,gender,region,tenure_years,annual_income,credit_score,account_balance,monthly_salary_deposit,avg_monthly_spend,num_products,has_credit_card,has_mortgage,has_personal_loan,has_investment_account,credit_card_monthly_usage,mobile_app_logins_per_month,online_banking_logins_per_month,branch_visits_per_quarter,customer_service_calls,complaints_last_12m,late_payment_count,balance_change_6m_pct,transaction_count_monthly,digital_engagement_score,churn
71,Female,Ontario,11,25000.0,594,83504.07,2430.87,4009.53,3,1,0,0,0,2734.09,13,11,0,5,0,0,9.61,36,12.3,0
47,Female,British Columbia,6,73415.0,672,25629.32,5816.59,4252.59,1,1,1,0,0,3638.39,38,33,6,4,0,0,15.74,35,36.25,0
56,Male,Ontario,9,65454.05,681,53662.31,5578.91,4043.23,1,1,1,0,1,2257.75,5,28,7,1,0,0,6.64,53,13.05,0
68,Male,British Columbia,4,89199.12,693,8454.96,6986.56,3014.85,1,1,1,0,0,2335.61,4,13,6,2,0,0,15.56,20,7.15,0
56,Female,Ontario,6,71201.3,553,68267.51,5642.52,4661.89,1,1,1,1,0,2976.38,4,32,7,0,2,0,-5.19,21,13.8,0
54,Male,Ontario,1,82790.1,753,81793.12,7872.13,2545.98,2,0,0,0,1,0.0,26,22,8,1,0,0,5.18,53,24.6,0
26,Male,British Columbia,6,74962.98,650,93255.56,5661.85,926.62,2,1,1,0,0,2097.84,44,19,3,1,0,0,-1.35,15,35.25,0
74,Male,Ontario,13,112057.5,734,55240.8,9357.96,50.0,2,1,0,1,0,3404.84,8,15,0,1,0,0,-19.14,45,10.45,0
50,Female,Ontario,8,91915.28,770,29166.45,7611.77,1833.17,2,1,1,0,0,914.65,44,18,1,3,0,1,-5.53,34,34.9,0
22,Female,Ontario,13,41830.21,717,0.0,3369.96,1340.3,1,1,1,1,0,798.59,31,25,6,1,0,1,-23.13,33,28.9,0
41,Male,Ontario,8,56638.47,850,46391.18,5080.17,3005.71,3,1,0,0,0,569.53,12,14,3,1,0,0,-2.63,23,12.7,0
57,Male,Quebec,1,132178.36,711,107625.43,11591.03,2103.34,3,1,0,0,0,1706.96,11,21,7,4,0,0,11.54,11,14.5,0
70,Female,Alberta,5,84028.63,667,34219.85,6777.06,2762.56,2,1,0,0,0,1007.28,25,11,1,0,0,0,-6.91,22,20.1,0
59,Male,British Columbia,14,105319.5,742,38647.08,8908.0,887.67,3,1,0,0,1,1203.85,26,17,1,1,0,0,10.44,35,22.85,0
54,Male,Quebec,4,48782.12,629,31903.6,3569.75,2162.89,3,1,1,0,1,3008.55,37,13,8,2,0,0,-3.57,45,28.6,0
64,Male,British Columbia,14,99035.72,651,73256.1,8937.03,4160.44,1,1,0,0,0,3624.44,38,0,6,2,0,0,-22.21,24,24.7,0
49,Female,Alberta,11,54136.8,730,91047.07,5229.5,4090.53,3,1,0,1,0,3685.26,15,7,1,3,0,1,2.26,15,12.2,0
59,Female,Ontario,2,109424.34,692,20218.44,8641.51,3080.26,1,0,0,0,0,0.0,15,23,2,2,1,0,4.79,20,17.8,0
53,Male,British Columbia,4,139196.42,700,31994.18,11512.53,3090.22,2,1,1,0,0,1245.24,10,26,2,3,2,0,-1.54,20,15.6,1
44,Male,Alberta,3,85796.82,710,9280.52,7372.13,2383.95,1,1,0,0,1,1626.38,20,10,0,2,0,0,-11.37,39,16.5,0
52,Male,Alberta,7,66791.81,712,2953.06,6986.4,1251.6,3,1,0,0,0,1505.98,44,31,7,2,1,2,-8.16,31,39.45,0
60,Female,Ontario,14,88606.9,434,18972.74,7554.01,4690.97,1,1,0,0,0,1310.27,40,34,4,2,0,0,3.79,6,37.9,0
45,Female,Alberta,0,118344.94,606,42310.35,9650.03,1914.49,2,1,1,0,1,2513.31,22,33,2,1,0,0,18.44,38,25.85,0
50,Male,Quebec,1,155039.95,622,37341.1,12919.23,3141.55,3,1,1,0,0,564.55,41,13,1,2,0,0,7.08,19,31.2,0
31,Female,British Columbia,12,91979.64,645,60044.58,8076.0,2154.46,2,1,0,0,0,2018.37,32,24,4,2,0,1,0.66,29,29.2,0
53,Female,Ontario,14,70972.0,767,10695.04,5364.15,3498.39,2,0,1,1,0,0.0,1,20,1,4,0,1,-20.94,16,7.65,0
54,Male,British Columbia,15,61864.09,753,76207.42,5647.41,4212.62,1,1,0,0,1,2706.97,2,10,5,2,1,0,-10.91,20,4.8,0
38,Female,Quebec,5,94620.43,773,9250.3,7467.97,2632.13,1,1,0,0,1,2120.97,5,23,5,2,2,0,-7.26,25,11.3,0
55,Male,Alberta,2,65571.05,772,34285.58,5960.41,1164.41,3,1,1,0,1,3221.02,0,7,4,2,1,1,-7.19,15,2.45,0
52,Female,British Columbia,5,107836.05,749,36735.46,8821.62,2760.43,3,1,1,1,1,4190.95,7,30,6,1,1,0,-10.22,11,15.05,0
50,Female,British Columbia,7,128637.57,612,39651.88,10535.77,4783.83,1,1,1,0,0,1255.86,37,22,1,1,0,0,-20.39,38,31.75,0
59,Female,Alberta,13,66517.54,518,41472.1,5743.92,4763.86,2,1,1,0,0,0.0,34,24,5,0,2,0,14.36,41,30.5,0
75,Female,Ontario,11,96438.07,743,19959.74,7825.89,614.92,1,1,0,0,1,687.84,33,29,0,4,0,0,-3.52,24,31.6,0
36,Female,British Columbia,7,75869.14,568,62483.84,6942.54,3627.29,2,1,0,0,0,694.88,42,25,5,4,1,0,-5.77,1,36.05,0
70,Male,Ontario,12,131400.38,725,24550.77,10755.98,3395.76,3,1,0,0,1,2642.18,2,33,0,0,2,1,7.59,9,12.85,0
59,Female,Ontario,9,84617.98,670,26134.44,7994.01,2446.16,3,1,0,0,0,1225.84,34,17,0,3,0,1,-2.66,50,28.05,0
68,Male,Alberta,14,72519.66,643,15104.21,6218.06,2519.96,3,1,1,0,0,857.45,19,6,1,0,0,0,10.1,35,14.45,0
69,Female,Alberta,12,143429.21,730,60495.94,12960.85,4198.17,2,1,1,1,1,3248.48,26,9,1,2,0,1,14.85,30,20.05,0
22,Female,Quebec,7,60787.89,757,61749.17,4456.73,1633.56,2,1,1,0,0,3479.75,35,2,5,5,0,0,-20.29,27,23.45,0
21,Female,Ontario,12,137082.95,737,67744.25,10973.05,3915.13,2,1,0,0,0,2678.21,29,13,1,1,2,0,-14.92,16,23.4,0
60,Female,Alberta,13,68903.47,799,28372.93,5567.3,2208.19,1,1,1,1,0,800.88,11,17,1,6,0,0,-9.64,46,13.1,0
58,Male,Quebec,15,25000.0,655,15234.83,1108.98,3966.03,3,1,0,0,0,1111.16,5,27,8,0,1,0,-14.34,44,12.7,0
54,Male,Ontario,0,85086.36,725,24526.9,6395.95,1395.79,1,1,1,1,0,1072.05,12,31,2,2,0,1,17.75,12,18.65,0
67,Female,British Columbia,15,118866.41,716,54691.71,10038.02,3447.65,1,1,0,0,0,542.75,9,16,5,1,1,0,7.63,23,11.45,0
58,Female,Alberta,15,76717.26,729,62878.38,6826.55,4471.64,1,1,0,1,1,476.2,8,10,3,1,0,0,5.0,46,8.7,0
60,Male,Quebec,2,103461.63,511,48538.31,7509.47,2055.15,2,1,0,0,0,524.13,25,3,1,2,0,0,-7.62,32,17.3,0
43,Female,British Columbia,11,81261.39,850,17557.67,6323.93,2428.84,2,1,1,0,0,2097.02,8,10,3,1,0,0,12.41,34,8.7,0
68,Male,Ontario,8,78812.93,647,0.0,6397.26,2434.05,3,1,0,0,1,766.19,4,6,5,4,0,0,8.38,12,4.7,0
70,Male,Ontario,1,74376.73,850,37004.91,7498.64,3627.09,1,0,0,0,0,0.0,30,2,8,3,1,0,-6.16,15,20.2,0
62,Male,British Columbia,12,86831.43,674,9818.61,8831.38,1049.33,2,1,1,0,1,79.52,21,6,5,0,1,1,-18.96,26,15.75,0
21,Male,British Columbia,11,113396.41,583,28442.38,9882.46,2031.48,3,1,0,0,0,2027.44,42,7,1,3,0,1,-15.6,27,29.75,0
31,Female,British Columbia,15,66109.63,728,0.0,5491.24,650.77,2,1,0,0,0,1908.03,21,19,6,3,1,1,7.63,36,20.3,0
58,Female,British Columbia,4,111810.37,811,22758.27,9985.94,627.49,1,1,1,1,1,2234.8,24,10,0,2,3,0,17.07,56,19.1,1
60,Male,Alberta,15,37347.21,783,39963.18,2931.9,1772.71,2,1,0,1,0,2153.97,29,2,8,0,0,0,10.83,15,19.55,0
55,Female,Ontario,13,86097.71,738,83087.11,7171.15,2567.34,3,1,1,0,0,2110.56,8,18,2,2,0,0,19.28,36,11.5,0
26,Male,Ontario,15,89529.72,738,50884.56,7609.54,2349.38,2,1,1,0,0,2047.03,36,7,7,0,0,1,-16.17,33,25.85,0
39,Female,Ontario,15,104862.32,723,59420.36,8865.38,3029.43,3,0,0,1,1,0.0,30,8,5,5,0,0,11.64,41,22.3,0
25,Male,Ontario,15,74793.72,717,70406.58,6234.36,2908.38,2,0,0,0,1,0.0,21,6,6,2,2,0,-13.52,40,15.75,0
42,Female,Alberta,7,48916.51,634,9913.86,4643.9,2598.21,1,1,0,0,0,2868.82,38,0,0,3,1,2,4.54,39,24.7,0
66,Male,Alberta,13,80176.12,723,68938.71,6373.75,1813.87,3,1,0,0,1,892.36,11,2,0,3,0,0,-9.53,38,7.85,0
51,Female,Ontario,14,83709.31,604,62005.18,6254.6,4010.04,1,1,0,0,0,1134.77,39,33,8,3,2,0,-6.17,36,36.9,0
42,Male,Quebec,11,80758.38,601,106643.34,7770.73,2987.91,1,0,0,0,0,0.0,32,21,4,0,0,1,-25.58,22,28.15,0
47,Female,Quebec,9,51260.01,535,32207.09,4605.99,2231.71,1,1,0,0,0,1587.41,16,21,8,4,0,0,20.4,30,17.75,0
75,Female,Ontario,12,61354.61,790,62566.64,5356.51,1376.92,1,1,0,0,0,1376.58,13,33,2,0,1,0,7.25,48,20.0,0
32,Female,Alberta,0,52015.68,569,34111.52,5148.46,3600.81,3,1,0,1,0,228.17,31,11,8,3,0,1,21.42,37,24.0,0
40,Male,Alberta,14,81135.19,740,0.0,7152.75,3898.84,3,1,1,0,0,326.01,5,22,8,4,2,0,-9.67,31,10.95,0
46,Male,Ontario,13,53038.92,655,0.0,4199.86,3324.01,3,1,1,1,0,1676.39,43,17,5,3,0,0,-11.61,32,33.9,0
51,Male,Ontario,7,97411.35,737,8511.15,7065.07,3005.04,1,1,0,0,1,3078.13,11,13,2,3,0,1,5.75,31,11.7,0
24,Male,British Columbia,15,89133.73,819,0.0,8353.22,1328.96,2,0,0,1,1,0.0,9,28,4,0,0,0,12.37,42,15.65,0
25,Female,Alberta,13,52046.06,747,37821.69,4409.45,3695.44,1,1,0,0,0,650.66,11,5,1,0,0,0,1.21,39,8.9,0
44,Female,Quebec,5,101808.18,666,32095.35,8720.98,1680.56,1,1,0,0,0,4313.65,31,11,5,2,0,1,-5.0,27,24.0,0
46,Male,Ontario,4,172030.22,717,100776.53,14089.74,3084.49,3,1,0,0,0,2602.85,44,14,2,1,1,0,-3.3,46,33.5,0
72,Male,Ontario,3,108880.94,525,44659.81,8058.44,5652.84,1,1,0,0,0,1898.75,16,14,3,1,1,1,0.63,31,15.3,0
32,Male,Ontario,8,118018.68,586,48031.94,10800.65,2653.01,1,0,1,0,0,0.0,35,27,3,0,2,1,-13.16,43,32.2,0
65,Female,Ontario,4,95322.39,600,41849.51,7851.49,5606.71,2,1,0,0,0,753.2,4,26,3,0,0,0,12.05,38,11.7,0
37,Female,Ontario,0,107785.97,668,60637.81,9998.73,3405.81,1,0,1,0,1,0.0,22,29,7,3,1,1,21.04,21,24.45,1
31,Male,Ontario,10,31374.11,730,86964.09,1330.79,4194.45,1,1,0,0,0,2444.95,42,11,7,0,0,0,-9.35,2,31.15,0
49,Female,British Columbia,1,50823.64,718,2914.63,4031.07,5477.33,2,0,0,0,0,0.0,2,30,0,1,0,0,-0.1,19,11.8,0
35,Female,Alberta,6,136517.98,670,31653.77,11857.96,665.92,1,0,1,0,0,0.0,5,7,0,1,0,0,-1.18,24,5.7,0
22,Female,Alberta,8,115098.83,734,101943.01,9549.79,3562.45,1,1,0,0,0,1820.28,27,12,7,3,0,0,-9.16,32,21.75,0
38,Female,Alberta,10,82208.74,590,27515.78,6327.05,2466.94,1,0,0,0,0,0.0,29,21,5,3,0,0,6.58,27,26.2,0
57,Male,Alberta,13,69862.6,586,78354.75,6724.57,3890.05,2,1,0,0,1,632.58,44,23,0,3,1,0,-13.01,16,36.65,0
57,Male,Quebec,0,114509.97,808,20470.82,10004.63,2157.26,2,1,0,0,1,2288.59,34,22,0,1,1,0,7.77,62,29.8,1
68,Male,Ontario,0,85769.12,527,55622.01,7269.8,3976.65,1,1,0,0,1,1224.24,29,12,8,2,0,0,15.85,26,23.05,0
72,Male,Alberta,11,53260.39,707,56374.41,5470.61,7063.05,3,1,0,0,0,538.0,22,20,0,4,0,0,-15.65,2,21.3,0
44,Female,Ontario,0,98795.08,725,36429.99,8184.41,2223.56,2,0,1,0,1,0.0,5,23,5,4,0,0,14.0,25,11.3,0
47,Female,Quebec,13,84517.92,637,67923.2,7527.16,2323.08,4,1,0,0,0,2457.47,36,14,5,2,2,1,-27.43,28,28.3,0
23,Male,Ontario,13,99289.11,765,14806.05,8358.44,788.94,3,1,0,0,0,3152.19,44,4,1,0,1,0,-11.6,30,30.0,0
35,Female,British Columbia,6,86689.02,679,75512.47,7581.64,1927.07,3,1,0,0,0,2401.38,12,24,8,1,0,1,-9.92,16,16.2,0
44,Male,British Columbia,3,50172.54,627,6843.67,5171.6,363.93,1,1,0,0,1,793.19,4,28,0,3,0,1,3.6,57,12.4,1
72,Male,Quebec,4,29010.04,601,19972.3,2825.72,1747.57,4,1,0,0,0,2633.73,43,15,0,1,0,0,15.95,28,33.2,0
34,Male,Alberta,15,102231.47,655,69076.32,8015.46,3354.42,3,1,1,0,0,3415.95,4,14,7,2,0,0,21.83,15,7.5,0
21,Male,Quebec,7,117384.28,706,43305.04,10979.6,2136.52,2,0,0,0,0,0.0,37,14,6,0,1,0,11.46,21,28.95,0
34,Female,British Columbia,5,52118.41,674,47031.92,3853.38,1500.91,1,0,0,0,0,0.0,31,8,4,2,0,1,11.12,31,22.95,1
47,Female,Quebec,1,57275.43,801,0.0,4396.8,75.2,3,1,0,0,1,4117.74,2,28,3,3,0,2,11.4,60,11.1,0
70,Female,Ontario,2,73773.24,709,16445.0,6695.41,3533.15,1,0,0,0,0,0.0,6,26,7,1,0,0,-6.81,14,13.0,0
28,Male,Ontario,12,97519.79,738,9937.89,7751.31,3843.36,3,1,0,0,0,3074.72,5,13,2,2,0,1,-17.47,14,7.8,0
61,Male,Ontario,9,107233.71,763,59812.17,8988.81,3261.47,3,1,0,1,0,2664.89,39,22,7,0,0,0,8.03,20,33.05,0
54,Male,Ontario,8,83742.47,659,85176.55,7287.13,4294.84,1,1,0,0,0,2211.01,17,34,4,1,2,1,3.95,22,22.95,0
54,Male,Ontario,1,88215.8,549,0.0,7040.16,2408.77,1,1,1,0,1,2661.59,5,25,0,1,0,0,16.5,37,12.0,0
44,Female,Ontario,15,106218.41,728,53491.9,9253.25,3348.61,2,0,0,0,1,0.0,13,25,5,1,1,0,-5.53,20,17.2,1
73,Female,Ontario,5,110384.5,585,53897.43,8764.23,825.92,1,1,0,0,0,2772.13,30,11,8,1,0,1,1.52,35,23.35,0
59,Male,Ontario,13,68320.13,717,66440.31,6216.3,4486.16,4,1,1,0,0,2836.89,1,31,3,4,0,0,5.92,19,11.5,0
24,Male,British Columbia,0,87330.2,547,38533.03,7173.33,5290.11,2,1,0,0,0,4785.48,4,7,7,2,0,0,-4.64,24,5.05,0
62,Female,Ontario,9,43623.07,629,31493.7,3443.79,2196.08,1,1,1,0,0,1195.47,15,13,0,1,0,0,-7.13,17,14.3,0
71,Male,Ontario,2,108204.71,725,21930.65,9470.34,2162.77,3,1,0,0,0,1421.39,9,33,5,3,1,1,15.77,34,17.4,0
50,Male,Ontario,13,126700.17,603,49443.59,10787.1,2245.75,1,1,0,0,1,1712.5,12,3,3,2,0,0,-16.87,11,8.85,0
28,Female,Ontario,6,83143.47,697,71054.56,6335.67,4025.55,1,1,0,1,1,1939.78,26,18,8,2,1,0,-13.41,38,23.2,0
42,Male,Ontario,5,94346.52,665,1299.61,7869.08,3498.59,2,1,0,0,0,602.45,16,7,5,1,0,1,6.18,42,12.85,0
39,Male,Ontario,15,34915.13,666,55999.85,2475.2,3660.87,2,1,0,0,0,1993.15,44,3,3,3,1,1,1.1,17,29.65,0
23,Female,Ontario,1,82011.51,733,57648.68,6844.01,2321.44,2,1,0,0,0,4837.41,0,13,5,3,1,0,-5.6,35,4.55,0
41,Male,Ontario,1,111323.09,750,61659.3,8896.62,4671.03,2,1,0,0,0,1661.11,1,26,8,1,1,0,-1.12,43,9.75,0
45,Female,Ontario,9,76639.99,673,94722.75,6333.27,324.96,2,1,0,1,0,3685.19,27,14,5,1,0,1,-3.64,24,22.45,0
34,Female,Alberta,8,87875.59,694,0.0,8263.33,1498.07,1,0,1,0,0,0.0,25,8,5,2,0,1,2.46,13,19.05,0
56,Female,British Columbia,2,76232.58,689,39965.65,6581.18,2034.14,2,0,0,0,0,0.0,8,5,2,1,0,0,-9.03,6,6.95,0
24,Female,Quebec,11,113525.77,580,52250.88,8413.16,2330.39,1,1,0,0,0,1392.9,11,11,1,1,0,1,2.03,34,11.0,1
67,Male,Ontario,11,80168.95,729,0.0,6356.36,4681.47,1,1,0,0,0,2637.01,20,10,4,1,0,0,-4.65,34,16.5,0
44,Male,British Columbia,13,49653.08,646,34725.25,4890.5,70.93,2,1,1,0,1,1508.54,35,9,0,3,0,0,9.29,11,25.9,0
64,Male,Ontario,9,120963.13,545,2482.23,9278.56,5356.47,2,1,0,1,0,2037.75,3,24,8,0,0,1,-0.83,19,10.35,0
36,Female,Quebec,7,132726.67,850,65433.17,11167.36,1452.84,3,1,1,0,0,669.86,3,27,4,2,0,0,-7.87,26,11.4,0
44,Female,Quebec,4,108582.33,751,70236.78,8140.11,2186.4,1,1,0,0,0,0.0,15,17,5,1,1,0,-19.67,1,15.7,0
44,Male,British Columbia,8,94065.21,621,72926.19,6795.04,2236.83,1,1,1,1,0,2028.18,3,11,3,2,0,0,-2.73,23,5.8,0
72,Male,Alberta,0,89763.85,638,23956.86,6739.14,3995.35,2,1,0,0,0,2084.96,16,15,8,1,0,0,13.26,25,15.65,0
59,Female,Alberta,13,81811.47,755,48954.86,6402.3,3214.69,2,1,1,0,0,1077.55,26,2,3,4,1,2,15.96,23,17.6,0
46,Female,Quebec,4,103771.75,640,48818.34,8932.94,2317.65,3,1,0,0,0,1322.31,9,24,8,0,1,0,-6.96,48,14.25,0
72,Male,Ontario,9,137399.03,701,100587.13,11466.65,2058.26,2,1,0,0,0,3667.7,18,28,1,1,0,0,1.67,13,21.5,0
63,Male,Ontario,6,80486.26,693,78287.28,5872.86,1813.85,1,1,0,0,0,1500.18,38,15,1,2,2,1,-2.52,23,29.95,0
21,Male,Quebec,9,46665.27,809,95903.85,3487.69,3929.23,2,1,1,0,1,0.0,13,22,7,3,0,0,6.36,22,16.15,0
60,Female,Quebec,2,109477.07,614,36671.66,8577.75,1108.09,2,1,1,1,0,2943.66,26,2,3,2,0,1,21.26,40,17.6,0
52,Male,Ontario,4,37124.18,799,64375.66,3485.83,5035.15,3,1,1,1,0,1706.84,31,7,0,2,0,0,-9.28,20,22.6,0
37,Female,Ontario,0,99044.09,709,57830.03,7811.9,2708.86,1,1,0,0,0,2112.65,0,1,5,2,0,0,-20.74,47,0.35,1
48,Female,Ontario,11,67170.91,705,46255.0,5452.28,3813.69,2,1,0,0,1,3548.82,17,25,8,1,0,0,3.82,45,19.8,0
28,Male,Alberta,13,110452.2,651,21095.84,9903.86,4041.59,1,1,0,0,0,0.0,12,34,3,0,0,1,-12.74,16,19.7,1
71,Female,Ontario,15,98547.89,674,80477.62,8123.84,3805.11,1,1,0,0,0,2048.84,10,3,3,3,1,0,-6.08,36,7.55,0
36,Male,Ontario,4,82474.23,642,38997.82,7324.82,2798.6,2,1,1,1,1,1462.34,32,9,0,2,0,0,28.07,58,23.95,0
54,Female,Alberta,14,119394.65,670,13848.84,9461.44,912.06,1,1,0,0,1,2330.44,36,17,6,2,1,1,0.36,36,29.35,0
25,Female,Quebec,11,103984.63,815,13614.71,9133.32,4003.0,1,1,0,0,0,893.35,29,11,8,2,0,0,-9.18,56,22.7,0
48,Female,Ontario,2,69556.38,711,39375.64,5265.14,1166.42,3,0,0,0,0,0.0,44,13,5,3,1,1,7.7,43,33.15,0
46,Female,Alberta,10,41351.63,676,0.0,3649.04,2528.78,2,1,0,0,1,3030.05,27,31,5,0,0,0,17.61,31,28.4,0
56,Male,Ontario,8,103817.81,621,0.0,9389.98,3320.75,1,1,1,0,0,3237.59,34,19,5,1,1,2,-11.25,43,28.75,0
31,Female,Alberta,2,62800.58,728,58434.05,4885.85,4004.76,2,1,0,1,0,2766.85,28,24,5,0,0,0,-10.6,59,26.6,0
47,Male,British Columbia,2,25000.0,594,0.0,1809.77,3257.22,2,1,0,0,1,2602.09,42,34,8,0,0,0,23.3,34,39.2,0
60,Female,Ontario,2,25000.0,816,80678.96,1974.65,1026.52,2,1,0,0,1,916.33,28,34,2,2,0,1,-8.39,8,30.1,0
53,Male,British Columbia,0,122276.93,695,18507.01,10452.88,3386.79,2,1,1,0,1,1836.92,34,26,1,4,1,0,-0.1,20,31.2,0
35,Male,Ontario,4,106197.54,613,56078.59,8881.1,3152.78,2,1,0,0,0,2605.37,38,0,3,2,0,1,-7.14,26,24.7,0
66,Female,Quebec,9,72469.48,754,5716.82,6630.96,1797.72,1,0,0,0,0,0.0,11,2,8,0,1,1,6.01,28,7.85,1
58,Female,Ontario,2,68620.46,705,35167.41,4734.44,1828.48,2,1,1,0,0,3433.86,34,12,8,0,0,1,18.38,13,26.3,0
73,Male,British Columbia,0,95087.05,773,62774.06,7521.59,2227.46,1,1,1,0,0,615.37,0,8,2,3,0,0,16.56,25,2.8,0
21,Male,Alberta,3,63540.4,850,96482.31,5511.83,1696.57,1,1,0,0,0,1391.23,16,15,6,0,0,0,-14.39,32,15.65,0
48,Male,British Columbia,3,105151.02,713,34251.32,8920.58,3501.2,1,1,0,0,0,3613.53,1,34,3,1,0,0,14.6,46,12.55,1
29,Male,Alberta,1,96789.48,703,11815.11,7845.11,2894.1,1,0,0,0,0,0.0,22,28,7,0,1,2,-18.69,11,24.1,0
71,Male,Alberta,1,65569.89,696,66075.8,5540.84,2207.2,3,1,0,1,0,2034.18,33,6,8,0,1,0,15.52,23,23.55,0
71,Female,British Columbia,1,94840.09,704,57663.54,7316.53,4184.75,2,1,0,0,0,141.03,28,5,2,0,0,1,-6.45,17,19.95,0
62,Male,Ontario,12,25000.0,750,38289.66,1779.93,3381.63,2,1,0,0,0,2633.84,18,18,2,0,0,0,8.04,51,18.0,0
36,Female,Alberta,9,52915.28,835,37075.8,4168.16,4242.15,4,0,0,0,0,0.0,30,23,8,2,0,0,3.42,6,27.55,0
46,Female,Ontario,11,59198.69,753,37780.1,4927.95,1636.26,3,0,0,1,1,0.0,26,19,0,4,0,0,7.55,25,23.55,0
26,Female,British Columbia,6,137529.87,594,40464.82,11615.15,1615.57,1,1,0,0,1,2375.9,23,21,2,1,0,0,-8.21,29,22.3,0
71,Female,Ontario,9,62967.26,751,80084.73,4958.83,1998.54,3,1,0,1,0,3322.46,15,4,5,2,0,1,4.52,54,11.15,0
59,Female,Ontario,5,85796.81,525,27430.97,7532.78,1947.15,1,1,1,0,1,1343.89,14,33,5,1,0,0,4.03,15,20.65,0
32,Male,Ontario,15,92780.16,749,34224.85,8098.59,1464.95,1,0,0,0,1,0.0,5,22,7,1,0,0,-5.74,38,10.95,0
31,Female,British Columbia,2,67159.12,759,0.0,4997.39,3058.84,2,0,0,0,0,0.0,11,34,1,0,0,0,-4.39,27,19.05,0
68,Female,Alberta,3,27787.12,825,102533.67,1793.71,4643.59,2,1,0,0,1,837.12,23,32,8,3,0,0,-2.7,20,26.15,1
31,Male,British Columbia,1,93836.46,721,41654.58,7628.04,4574.34,2,1,0,0,0,1066.81,38,23,6,0,0,0,16.8,12,32.75,0
21,Male,Ontario,10,85857.07,716,25742.89,7289.74,355.99,4,1,0,0,0,1816.67,23,17,1,4,0,1,12.23,26,20.9,0
22,Female,Alberta,8,54274.94,695,37908.78,5699.88,2439.58,2,1,0,1,0,215.24,35,9,1,2,1,1,-10.73,15,25.9,0
69,Female,Ontario,2,94785.74,702,90665.97,8889.6,2472.79,1,1,0,0,0,1393.45,43,16,0,0,2,0,8.44,14,33.55,0
51,Female,Alberta,5,132536.3,691,43616.08,10213.3,5176.51,1,1,1,0,0,3573.05,11,19,6,2,0,0,3.38,35,13.8,0
60,Male,Alberta,13,125209.63,618,94842.49,10850.68,1605.2,2,1,1,0,0,1893.09,15,12,8,5,1,0,-2.44,15,13.95,1
35,Female,Ontario,5,83264.03,729,71796.4,7518.19,2722.97,3,1,1,0,0,2347.85,3,26,2,3,1,0,12.63,74,11.05,0
68,Male,Ontario,14,109835.39,755,79419.53,8227.98,1415.26,2,1,0,0,1,1632.23,7,33,6,3,0,0,9.14,4,16.1,0
25,Female,Ontario,0,81394.78,730,44553.77,6647.87,52.31,3,1,0,0,0,2164.85,36,3,4,2,0,0,-6.6,33,24.45,0
30,Male,Ontario,12,94355.86,692,51705.46,7817.47,1620.87,1,1,0,1,0,1021.5,30,5,4,2,0,1,9.95,40,21.25,0
21,Female,Ontario,11,86248.55,538,46910.25,7951.8,1330.18,2,1,0,1,0,2914.73,19,12,8,1,0,1,1.39,51,16.55,1
74,Male,Alberta,5,95685.15,533,19877.61,7707.07,466.97,1,1,1,0,1,315.86,35,31,8,1,0,1,-3.54,19,33.6,1
33,Female,Ontario,5,86682.31,621,9278.99,6931.45,836.47,1,1,0,0,1,2172.64,2,13,6,1,0,0,-18.42,26,5.85,0
52,Male,Ontario,6,112589.97,843,60686.56,8826.2,50.0,1,1,0,0,0,2865.32,16,16,5,1,0,0,13.54,25,16.0,0
52,Female,Alberta,14,113270.85,580,91813.3,9547.16,3521.25,2,1,0,0,1,1008.06,14,17,8,1,0,0,-12.52,22,15.05,0
36,Female,Ontario,4,83110.39,631,41370.17,6185.54,386.14,2,1,0,0,0,901.71,29,21,8,3,0,1,1.96,10,26.2,0
26,Female,Ontario,6,128453.04,711,22535.86,10231.93,1578.82,1,1,0,0,0,1584.87,40,5,2,0,3,0,-5.86,31,27.75,0
41,Female,Ontario,12,66209.15,651,5974.3,6034.78,1703.23,3,1,0,0,0,3052.95,12,32,1,4,0,2,-13.11,43,19.0,0
37,Male,Ontario,1,101042.08,703,114221.4,8714.18,748.73,2,1,0,0,0,1578.21,23,4,7,2,0,1,-16.59,39,16.35,0
36,Male,British Columbia,5,86110.99,553,63118.46,7024.3,3084.76,2,1,1,0,0,981.48,28,30,7,3,0,0,-5.87,44,28.7,0
59,Male,Alberta,3,64603.69,502,26545.03,5244.31,894.38,3,1,1,0,0,2856.11,4,4,5,2,0,2,8.33,36,4.0,0
21,Female,Ontario,15,105994.8,687,33011.28,8617.96,2900.52,2,1,0,0,1,3734.78,27,8,3,1,0,0,12.13,28,20.35,0
31,Female,Ontario,7,51587.94,603,16200.94,4376.43,3906.35,1,1,0,0,0,1419.54,12,2,6,2,1,2,4.1,24,8.5,1
50,Male,Ontario,9,130248.72,585,52589.41,11115.73,2579.94,2,0,0,0,0,0.0,20,22,0,1,0,0,7.04,34,20.7,0
29,Male,British Columbia,9,95032.05,600,60437.45,8804.8,2663.39,3,1,1,0,0,1188.63,28,23,6,0,1,1,16.16,23,26.25,0
49,Female,Ontario,15,72033.0,844,74564.81,6030.93,3056.05,2,0,0,1,0,0.0,33,13,1,3,0,0,-3.11,37,26.0,0
